zinc_id,gene_name,gene_name,affinity
ZINC000027763395,POL,POL,6.37
ZINC000027763403,POL,POL,6.37
ZINC000028088837,POL,POL,6.37
ZINC000029561301,POL,POL,6.37
ZINC000029561305,POL,POL,6.37
ZINC000029561310,POL,POL,6.37
ZINC000029561315,POL,POL,6.37
ZINC000043219975,POL,POL,6.37
ZINC000095545504,POL,POL,6.37
ZINC000095545505,POL,POL,6.37
ZINC000095611404,POL,POL,6.37
ZINC000101083057,POL,POL,6.37
ZINC000261084049,POL,POL,6.37
ZINC000261084050,POL,POL,6.37
ZINC000261084051,POL,POL,6.37
ZINC000261084052,POL,POL,6.37
ZINC000000023592,POL,POL,6.36
ZINC000003922461,POL,POL,6.36
ZINC000005842172,POL,POL,6.36
ZINC000005887229,POL,POL,6.36
ZINC000005887355,POL,POL,6.36
ZINC000013612286,POL,POL,6.36
ZINC000013766414,POL,POL,6.36
ZINC000013766416,POL,POL,6.36
ZINC000014943992,POL,POL,6.36
ZINC000014944011,POL,POL,6.36
ZINC000026573224,POL,POL,6.36
ZINC000027208003,POL,POL,6.36
ZINC000027208011,POL,POL,6.36
ZINC000299847229,POL,POL,6.36
ZINC000299847230,POL,POL,6.36
ZINC000000013211,POL,POL,6.35
ZINC000000021630,POL,POL,6.35
ZINC000005887051,POL,POL,6.35
ZINC000005933639,POL,POL,6.35
ZINC000005933644,POL,POL,6.35
ZINC000005933771,POL,POL,6.35
ZINC000006424977,POL,POL,6.35
ZINC000006524583,POL,POL,6.35
ZINC000006524584,POL,POL,6.35
ZINC000013518670,POL,POL,6.35
ZINC000013744885,POL,POL,6.35
ZINC000013744887,POL,POL,6.35
ZINC000018185774,POL,POL,6.35
ZINC000026152260,POL,POL,6.35
ZINC000026152267,POL,POL,6.35
ZINC000026289731,POL,POL,6.35
ZINC000026296273,POL,POL,6.35
ZINC000026386545,POL,POL,6.35
ZINC000026386551,POL,POL,6.35
ZINC000027194118,POL,POL,6.35
ZINC000027194124,POL,POL,6.35
ZINC000029416863,POL,POL,6.35
ZINC000049733756,POL,POL,6.35
ZINC000049733759,POL,POL,6.35
ZINC000058583668,POL,POL,6.35
ZINC000095608839,POL,POL,6.35
ZINC000096142945,POL,POL,6.35
ZINC000100712829,POL,POL,6.35
ZINC000100712832,POL,POL,6.35
ZINC000005933959,POL,POL,6.34
ZINC000013453409,POL,POL,6.34
ZINC000013758796,POL,POL,6.34
ZINC000013782659,POL,POL,6.34
ZINC000169352006,POL,POL,6.34
ZINC000003951638,POL,POL,6.33
ZINC000005852481,POL,POL,6.33
ZINC000005887397,POL,POL,6.33
ZINC000006010060,POL,POL,6.33
ZINC000013474523,POL,POL,6.33
ZINC000013744646,POL,POL,6.33
ZINC000013821147,POL,POL,6.33
ZINC000014943906,POL,POL,6.33
ZINC000026505036,POL,POL,6.33
ZINC000049802101,POL,POL,6.33
ZINC000100712889,POL,POL,6.33
ZINC000100712893,POL,POL,6.33
ZINC000001546115,POL,POL,6.32
ZINC000006424566,POL,POL,6.32
ZINC000006583411,POL,POL,6.32
ZINC000006583466,POL,POL,6.32
ZINC000013475027,POL,POL,6.32
ZINC000013741430,POL,POL,6.32
ZINC000013758767,POL,POL,6.32
ZINC000026262279,POL,POL,6.32
ZINC000026377112,POL,POL,6.32
ZINC000026377114,POL,POL,6.32
ZINC000026377116,POL,POL,6.32
ZINC000026377118,POL,POL,6.32
ZINC000026380038,POL,POL,6.32
ZINC000026384528,POL,POL,6.32
ZINC000028109871,POL,POL,6.32
ZINC000029131654,POL,POL,6.32
ZINC000100764801,POL,POL,6.32
ZINC000100990949,POL,POL,6.32
ZINC000100990951,POL,POL,6.32
ZINC000101368332,POL,POL,6.32
ZINC000101368334,POL,POL,6.32
ZINC000006580398,POL,POL,6.31
ZINC000013744665,POL,POL,6.31
ZINC000014684905,POL,POL,6.31
ZINC000014953637,POL,POL,6.31
ZINC000026736634,POL,POL,6.31
ZINC000095566230,POL,POL,6.31
ZINC000095566232,POL,POL,6.31
ZINC000299817016,POL,POL,6.31
ZINC000299817017,POL,POL,6.31
ZINC000000005370,POL,POL,6.30
ZINC000000020472,POL,POL,6.30
ZINC000000024322,POL,POL,6.30
ZINC000000598073,POL,POL,6.30
ZINC000001618194,POL,POL,6.30
ZINC000001648534,POL,POL,6.30
ZINC000002008766,POL,POL,6.30
ZINC000002020240,POL,POL,6.30
ZINC000003626195,POL,POL,6.30
ZINC000003982758,POL,POL,6.30
ZINC000004634413,POL,POL,6.30
ZINC000005138927,POL,POL,6.30
ZINC000005549383,POL,POL,6.30
ZINC000005842730,POL,POL,6.30
ZINC000005842961,POL,POL,6.30
ZINC000005887218,POL,POL,6.30
ZINC000005974618,POL,POL,6.30
ZINC000013473024,POL,POL,6.30
ZINC000013473025,POL,POL,6.30
ZINC000013473026,POL,POL,6.30
ZINC000013473027,POL,POL,6.30
ZINC000013556492,POL,POL,6.30
ZINC000013556555,POL,POL,6.30
ZINC000013556557,POL,POL,6.30
ZINC000013556558,POL,POL,6.30
ZINC000013558324,POL,POL,6.30
ZINC000013612318,POL,POL,6.30
ZINC000013642543,POL,POL,6.30
ZINC000013738632,POL,POL,6.30
ZINC000013738633,POL,POL,6.30
ZINC000013758737,POL,POL,6.30
ZINC000013779717,POL,POL,6.30
ZINC000013827421,POL,POL,6.30
ZINC000014908007,POL,POL,6.30
ZINC000014943226,POL,POL,6.30
ZINC000026165041,POL,POL,6.30
ZINC000026165045,POL,POL,6.30
ZINC000026673868,POL,POL,6.30
ZINC000026826517,POL,POL,6.30
ZINC000026826523,POL,POL,6.30
ZINC000027208732,POL,POL,6.30
ZINC000027208736,POL,POL,6.30
ZINC000027208740,POL,POL,6.30
ZINC000027208744,POL,POL,6.30
ZINC000027415186,POL,POL,6.30
ZINC000027553136,POL,POL,6.30
ZINC000027553296,POL,POL,6.30
ZINC000027769421,POL,POL,6.30
ZINC000027855650,POL,POL,6.30
ZINC000027873284,POL,POL,6.30
ZINC000028010063,POL,POL,6.30
ZINC000028768584,POL,POL,6.30
ZINC000028768586,POL,POL,6.30
ZINC000028768588,POL,POL,6.30
ZINC000028768590,POL,POL,6.30
ZINC000029247821,POL,POL,6.30
ZINC000029247833,POL,POL,6.30
ZINC000029468233,POL,POL,6.30
ZINC000034819609,POL,POL,6.30
ZINC000038151735,POL,POL,6.30
ZINC000038154493,POL,POL,6.30
ZINC000038154495,POL,POL,6.30
ZINC000049021723,POL,POL,6.30
ZINC000096178793,POL,POL,6.30
ZINC000100854225,POL,POL,6.30
ZINC000100854229,POL,POL,6.30
ZINC000100854233,POL,POL,6.30
ZINC000100854237,POL,POL,6.30
ZINC000101032525,POL,POL,6.30
ZINC000101034565,POL,POL,6.30
ZINC000169350745,POL,POL,6.30
ZINC000170080109,POL,POL,6.30
ZINC000170080136,POL,POL,6.30
ZINC000299844480,POL,POL,6.30
ZINC000299857572,POL,POL,6.30
ZINC000299861401,POL,POL,6.30
ZINC000299867620,POL,POL,6.30
ZINC000005887564,POL,POL,6.29
ZINC000006579533,POL,POL,6.29
ZINC000006579546,POL,POL,6.29
ZINC000013492503,POL,POL,6.29
ZINC000014943008,POL,POL,6.29
ZINC000027419663,POL,POL,6.29
ZINC000029411238,POL,POL,6.29
ZINC000049888630,POL,POL,6.29
ZINC000095545714,POL,POL,6.29
ZINC000095545715,POL,POL,6.29
ZINC000095609600,POL,POL,6.29
ZINC000001655085,POL,POL,6.28
ZINC000005847476,POL,POL,6.28
ZINC000005887308,POL,POL,6.28
ZINC000005930680,POL,POL,6.28
ZINC000005930681,POL,POL,6.28
ZINC000006004049,POL,POL,6.28
ZINC000013518674,POL,POL,6.28
ZINC000013738206,POL,POL,6.28
ZINC000013758746,POL,POL,6.28
ZINC000013758794,POL,POL,6.28
ZINC000013805826,POL,POL,6.28
ZINC000026817141,POL,POL,6.28
ZINC000027626801,POL,POL,6.28
ZINC000027626806,POL,POL,6.28
ZINC000027626811,POL,POL,6.28
ZINC000027626816,POL,POL,6.28
ZINC000150529059,POL,POL,6.28
ZINC000150548169,POL,POL,6.28
ZINC000000013452,POL,POL,6.27
ZINC000005842347,POL,POL,6.27
ZINC000006733341,POL,POL,6.27
ZINC000014943312,POL,POL,6.27
ZINC000026280782,POL,POL,6.27
ZINC000026281355,POL,POL,6.27
ZINC000026292599,POL,POL,6.27
ZINC000027769230,POL,POL,6.27
ZINC000028527224,POL,POL,6.27
ZINC000029238010,POL,POL,6.27
ZINC000095543509,POL,POL,6.27
ZINC000095543510,POL,POL,6.27
ZINC000095548342,POL,POL,6.27
ZINC000095615377,POL,POL,6.27
ZINC000100986141,POL,POL,6.27
ZINC000100986142,POL,POL,6.27
ZINC000150522331,POL,POL,6.27
ZINC000150572801,POL,POL,6.27
ZINC000005841805,POL,POL,6.26
ZINC000005842635,POL,POL,6.26
ZINC000013492504,POL,POL,6.26
ZINC000013533757,POL,POL,6.26
ZINC000013738589,POL,POL,6.26
ZINC000013744903,POL,POL,6.26
ZINC000014943287,POL,POL,6.26
ZINC000026851611,POL,POL,6.26
ZINC000101370503,POL,POL,6.26
ZINC000003871011,POL,POL,6.25
ZINC000003951633,POL,POL,6.25
ZINC000005891802,POL,POL,6.25
ZINC000006385234,POL,POL,6.25
ZINC000006716548,POL,POL,6.25
ZINC000013612263,POL,POL,6.25
ZINC000013612283,POL,POL,6.25
ZINC000013671651,POL,POL,6.25
ZINC000013740244,POL,POL,6.25
ZINC000014943465,POL,POL,6.25
ZINC000026935947,POL,POL,6.25
ZINC000027517887,POL,POL,6.25
ZINC000027517888,POL,POL,6.25
ZINC000027855790,POL,POL,6.25
ZINC000027855796,POL,POL,6.25
ZINC000150580460,POL,POL,6.25
ZINC000170080166,POL,POL,6.25
ZINC000000004742,POL,POL,6.24
ZINC000005930939,POL,POL,6.24
ZINC000014943330,POL,POL,6.24
ZINC000014945755,POL,POL,6.24
ZINC000027620813,POL,POL,6.24
ZINC000027620817,POL,POL,6.24
ZINC000028769248,POL,POL,6.24
ZINC000028769249,POL,POL,6.24
ZINC000028769251,POL,POL,6.24
ZINC000028769253,POL,POL,6.24
ZINC000005834912,POL,POL,6.23
ZINC000005841378,POL,POL,6.23
ZINC000005963002,POL,POL,6.23
ZINC000006583017,POL,POL,6.23
ZINC000006583030,POL,POL,6.23
ZINC000013600935,POL,POL,6.23
ZINC000013740243,POL,POL,6.23
ZINC000027440129,POL,POL,6.23
ZINC000027440135,POL,POL,6.23
ZINC000027440142,POL,POL,6.23
ZINC000100970636,POL,POL,6.23
ZINC000100970637,POL,POL,6.23
ZINC000000008935,POL,POL,6.22
ZINC000000020470,POL,POL,6.22
ZINC000000584101,POL,POL,6.22
ZINC000003869510,POL,POL,6.22
ZINC000003869685,POL,POL,6.22
ZINC000003874317,POL,POL,6.22
ZINC000003944220,POL,POL,6.22
ZINC000004098735,POL,POL,6.22
ZINC000005842696,POL,POL,6.22
ZINC000005842720,POL,POL,6.22
ZINC000005852601,POL,POL,6.22
ZINC000005852605,POL,POL,6.22
ZINC000005886570,POL,POL,6.22
ZINC000005886823,POL,POL,6.22
ZINC000005933572,POL,POL,6.22
ZINC000006486990,POL,POL,6.22
ZINC000006522951,POL,POL,6.22
ZINC000006525037,POL,POL,6.22
ZINC000006580400,POL,POL,6.22
ZINC000006583167,POL,POL,6.22
ZINC000013438129,POL,POL,6.22
ZINC000013453419,POL,POL,6.22
ZINC000013473020,POL,POL,6.22
ZINC000013473021,POL,POL,6.22
ZINC000013493126,POL,POL,6.22
ZINC000013556443,POL,POL,6.22
ZINC000013556446,POL,POL,6.22
ZINC000013556494,POL,POL,6.22
ZINC000013744859,POL,POL,6.22
ZINC000013744893,POL,POL,6.22
ZINC000013779725,POL,POL,6.22
ZINC000013780823,POL,POL,6.22
ZINC000013824400,POL,POL,6.22
ZINC000014943912,POL,POL,6.22
ZINC000014943914,POL,POL,6.22
ZINC000014953662,POL,POL,6.22
ZINC000026291419,POL,POL,6.22
ZINC000027190970,POL,POL,6.22
ZINC000027559811,POL,POL,6.22
ZINC000027563170,POL,POL,6.22
ZINC000028022611,POL,POL,6.22
ZINC000028022617,POL,POL,6.22
ZINC000028022622,POL,POL,6.22
ZINC000028022628,POL,POL,6.22
ZINC000028520581,POL,POL,6.22
ZINC000029205981,POL,POL,6.22
ZINC000029205985,POL,POL,6.22
ZINC000029205987,POL,POL,6.22
ZINC000036140039,POL,POL,6.22
ZINC000095612093,POL,POL,6.22
ZINC000100807865,POL,POL,6.22
ZINC000100807888,POL,POL,6.22
ZINC000100807910,POL,POL,6.22
ZINC000101036716,POL,POL,6.22
ZINC000101046023,POL,POL,6.22
ZINC000169312548,POL,POL,6.22
ZINC000170111127,POL,POL,6.22
ZINC000170111129,POL,POL,6.22
ZINC000253848535,POL,POL,6.22
ZINC000253848538,POL,POL,6.22
ZINC000253848542,POL,POL,6.22
ZINC000299864219,POL,POL,6.22
ZINC000005842223,POL,POL,6.21
ZINC000005962706,POL,POL,6.21
ZINC000006412031,POL,POL,6.21
ZINC000006412033,POL,POL,6.21
ZINC000006424514,POL,POL,6.21
ZINC000006424515,POL,POL,6.21
ZINC000026838615,POL,POL,6.21
ZINC000026838618,POL,POL,6.21
ZINC000036152270,POL,POL,6.21
ZINC000013612308,POL,POL,6.20
ZINC000018518455,POL,POL,6.20
ZINC000026286506,POL,POL,6.20
ZINC000027843438,POL,POL,6.20
ZINC000027843447,POL,POL,6.20
ZINC000101166419,POL,POL,6.20
ZINC000169350742,POL,POL,6.20
ZINC000000013186,POL,POL,6.19
ZINC000005852222,POL,POL,6.19
ZINC000005891723,POL,POL,6.19
ZINC000005891741,POL,POL,6.19
ZINC000005933753,POL,POL,6.19
ZINC000005974321,POL,POL,6.19
ZINC000006522949,POL,POL,6.19
ZINC000012354009,POL,POL,6.19
ZINC000013541599,POL,POL,6.19
ZINC000013741664,POL,POL,6.19
ZINC000013805830,POL,POL,6.19
ZINC000014943932,POL,POL,6.19
ZINC000014943934,POL,POL,6.19
ZINC000026252282,POL,POL,6.19
ZINC000026574669,POL,POL,6.19
ZINC000026574671,POL,POL,6.19
ZINC000027988405,POL,POL,6.19
ZINC000032089580,POL,POL,6.19
ZINC000095548252,POL,POL,6.19
ZINC000095548253,POL,POL,6.19
ZINC000095548254,POL,POL,6.19
ZINC000095548255,POL,POL,6.19
ZINC000238783188,POL,POL,6.19
ZINC000005887141,POL,POL,6.18
ZINC000027202589,POL,POL,6.18
ZINC000005838767,POL,POL,6.17
ZINC000005847519,POL,POL,6.17
ZINC000006412051,POL,POL,6.17
ZINC000006412061,POL,POL,6.17
ZINC000013738204,POL,POL,6.17
ZINC000014943949,POL,POL,6.17
ZINC000014943951,POL,POL,6.17
ZINC000014966438,POL,POL,6.17
ZINC000014966442,POL,POL,6.17
ZINC000026172882,POL,POL,6.17
ZINC000026256032,POL,POL,6.17
ZINC000026256039,POL,POL,6.17
ZINC000026389120,POL,POL,6.17
ZINC000026850878,POL,POL,6.17
ZINC000027190755,POL,POL,6.17
ZINC000027760488,POL,POL,6.17
ZINC000027760497,POL,POL,6.17
ZINC000027769428,POL,POL,6.17
ZINC000028096997,POL,POL,6.17
ZINC000034820516,POL,POL,6.17
ZINC000038150659,POL,POL,6.17
ZINC000095608682,POL,POL,6.17
ZINC000095608683,POL,POL,6.17
ZINC000095608684,POL,POL,6.17
ZINC000095608685,POL,POL,6.17
ZINC000169367292,POL,POL,6.17
ZINC000299809366,POL,POL,6.17
ZINC000299809368,POL,POL,6.17
ZINC000003944634,POL,POL,6.16
ZINC000005842975,POL,POL,6.16
ZINC000006580396,POL,POL,6.16
ZINC000006580401,POL,POL,6.16
ZINC000014943811,POL,POL,6.16
ZINC000026819897,POL,POL,6.16
ZINC000028007621,POL,POL,6.16
ZINC000000009037,POL,POL,6.15
ZINC000000225708,POL,POL,6.15
ZINC000000584095,POL,POL,6.15
ZINC000000584119,POL,POL,6.15
ZINC000000833967,POL,POL,6.15
ZINC000003870291,POL,POL,6.15
ZINC000003942959,POL,POL,6.15
ZINC000003960050,POL,POL,6.15
ZINC000005891738,POL,POL,6.15
ZINC000005933756,POL,POL,6.15
ZINC000013492502,POL,POL,6.15
ZINC000013741426,POL,POL,6.15
ZINC000013741427,POL,POL,6.15
ZINC000013758742,POL,POL,6.15
ZINC000013780563,POL,POL,6.15
ZINC000014943231,POL,POL,6.15
ZINC000026576980,POL,POL,6.15
ZINC000026576981,POL,POL,6.15
ZINC000027084648,POL,POL,6.15
ZINC000027202036,POL,POL,6.15
ZINC000027202043,POL,POL,6.15
ZINC000027202049,POL,POL,6.15
ZINC000027202055,POL,POL,6.15
ZINC000029404761,POL,POL,6.15
ZINC000036140026,POL,POL,6.15
ZINC000038147709,POL,POL,6.15
ZINC000095607218,POL,POL,6.15
ZINC000095607219,POL,POL,6.15
ZINC000095607220,POL,POL,6.15
ZINC000095607221,POL,POL,6.15
ZINC000100809403,POL,POL,6.15
ZINC000101075319,POL,POL,6.15
ZINC000150535440,POL,POL,6.15
ZINC000150540144,POL,POL,6.15
ZINC000170080141,POL,POL,6.15
ZINC000253638818,POL,POL,6.15
ZINC000253638820,POL,POL,6.15
ZINC000253638821,POL,POL,6.15
ZINC000253991601,POL,POL,6.15
ZINC000253991609,POL,POL,6.15
ZINC000253991615,POL,POL,6.15
ZINC000299856603,POL,POL,6.15
ZINC000299862562,POL,POL,6.15
ZINC000299865803,POL,POL,6.15
ZINC000003870412,POL,POL,6.14
ZINC000006522955,POL,POL,6.14
ZINC000006522958,POL,POL,6.14
ZINC000013732266,POL,POL,6.14
ZINC000013758798,POL,POL,6.14
ZINC000026498595,POL,POL,6.14
ZINC000026498599,POL,POL,6.14
ZINC000029567953,POL,POL,6.14
ZINC000049683182,POL,POL,6.14
ZINC000006481692,POL,POL,6.13
ZINC000006522026,POL,POL,6.13
ZINC000013744648,POL,POL,6.13
ZINC000013758788,POL,POL,6.13
ZINC000003978503,POL,POL,6.12
ZINC000005842039,POL,POL,6.12
ZINC000005842211,POL,POL,6.12
ZINC000005931361,POL,POL,6.12
ZINC000005963017,POL,POL,6.12
ZINC000006481341,POL,POL,6.12
ZINC000006733340,POL,POL,6.12
ZINC000027179089,POL,POL,6.12
ZINC000035001649,POL,POL,6.12
ZINC000095537917,POL,POL,6.12
ZINC000101063279,POL,POL,6.12
ZINC000003871633,POL,POL,6.11
ZINC000005841650,POL,POL,6.11
ZINC000005887516,POL,POL,6.11
ZINC000005891793,POL,POL,6.11
ZINC000006412045,POL,POL,6.11
ZINC000006424524,POL,POL,6.11
ZINC000006522716,POL,POL,6.11
ZINC000006522762,POL,POL,6.11
ZINC000013612273,POL,POL,6.11
ZINC000014943293,POL,POL,6.11
ZINC000014943391,POL,POL,6.11
ZINC000026848422,POL,POL,6.11
ZINC000028133776,POL,POL,6.11
ZINC000085479338,POL,POL,6.11
ZINC000096902986,POL,POL,6.11
ZINC000100993118,POL,POL,6.11
ZINC000100993121,POL,POL,6.11
ZINC000150521500,POL,POL,6.11
ZINC000150521504,POL,POL,6.11
ZINC000150521508,POL,POL,6.11
ZINC000150521511,POL,POL,6.11
ZINC000000006305,POL,POL,6.10
ZINC000000007039,POL,POL,6.10
ZINC000001591007,POL,POL,6.10
ZINC000003799998,POL,POL,6.10
ZINC000003828017,POL,POL,6.10
ZINC000003828929,POL,POL,6.10
ZINC000003876173,POL,POL,6.10
ZINC000003876174,POL,POL,6.10
ZINC000005842133,POL,POL,6.10
ZINC000005887259,POL,POL,6.10
ZINC000005933657,POL,POL,6.10
ZINC000005933658,POL,POL,6.10
ZINC000005934155,POL,POL,6.10
ZINC000006002884,POL,POL,6.10
ZINC000006381333,POL,POL,6.10
ZINC000006524298,POL,POL,6.10
ZINC000006524299,POL,POL,6.10
ZINC000006525325,POL,POL,6.10
ZINC000006525326,POL,POL,6.10
ZINC000006525366,POL,POL,6.10
ZINC000006580397,POL,POL,6.10
ZINC000013556509,POL,POL,6.10
ZINC000013558325,POL,POL,6.10
ZINC000013604422,POL,POL,6.10
ZINC000013780564,POL,POL,6.10
ZINC000013863480,POL,POL,6.10
ZINC000013863481,POL,POL,6.10
ZINC000014943225,POL,POL,6.10
ZINC000014943757,POL,POL,6.10
ZINC000024967212,POL,POL,6.10
ZINC000026566619,POL,POL,6.10
ZINC000026566623,POL,POL,6.10
ZINC000027180850,POL,POL,6.10
ZINC000027180855,POL,POL,6.10
ZINC000027180861,POL,POL,6.10
ZINC000027180867,POL,POL,6.10
ZINC000027852743,POL,POL,6.10
ZINC000027990083,POL,POL,6.10
ZINC000029203780,POL,POL,6.10
ZINC000029203784,POL,POL,6.10
ZINC000029203789,POL,POL,6.10
ZINC000029468727,POL,POL,6.10
ZINC000029468730,POL,POL,6.10
ZINC000029560143,POL,POL,6.10
ZINC000029560148,POL,POL,6.10
ZINC000038155273,POL,POL,6.10
ZINC000038155275,POL,POL,6.10
ZINC000049019582,POL,POL,6.10
ZINC000049771433,POL,POL,6.10
ZINC000049771434,POL,POL,6.10
ZINC000095609774,POL,POL,6.10
ZINC000100042961,POL,POL,6.10
ZINC000100821083,POL,POL,6.10
ZINC000169350741,POL,POL,6.10
ZINC000170080124,POL,POL,6.10
ZINC000253639242,POL,POL,6.10
ZINC000001647698,POL,POL,6.09
ZINC000005841952,POL,POL,6.09
ZINC000005849567,POL,POL,6.09
ZINC000005849571,POL,POL,6.09
ZINC000013518698,POL,POL,6.09
ZINC000013612260,POL,POL,6.09
ZINC000038147691,POL,POL,6.09
ZINC000038147692,POL,POL,6.09
ZINC000080034731,POL,POL,6.09
ZINC000096904212,POL,POL,6.09
ZINC000150522268,POL,POL,6.09
ZINC000150522292,POL,POL,6.09
ZINC000299820889,POL,POL,6.09
ZINC000299820894,POL,POL,6.09
ZINC000299820899,POL,POL,6.09
ZINC000299820905,POL,POL,6.09
ZINC000299827961,POL,POL,6.09
ZINC000299827963,POL,POL,6.09
ZINC000299827966,POL,POL,6.09
ZINC000000005672,POL,POL,6.08
ZINC000014943767,POL,POL,6.08
ZINC000150522282,POL,POL,6.08
ZINC000169351996,POL,POL,6.08
ZINC000000013457,POL,POL,6.07
ZINC000005852324,POL,POL,6.07
ZINC000005853643,POL,POL,6.07
ZINC000006523124,POL,POL,6.07
ZINC000006583026,POL,POL,6.07
ZINC000006583040,POL,POL,6.07
ZINC000013740588,POL,POL,6.07
ZINC000013740589,POL,POL,6.07
ZINC000026294676,POL,POL,6.07
ZINC000038147488,POL,POL,6.07
ZINC000095537996,POL,POL,6.07
ZINC000095610492,POL,POL,6.07
ZINC000095613392,POL,POL,6.07
ZINC000195771620,POL,POL,6.07
ZINC000299820719,POL,POL,6.07
ZINC000299828665,POL,POL,6.07
ZINC000299828670,POL,POL,6.07
ZINC000299828672,POL,POL,6.07
ZINC000299828674,POL,POL,6.07
ZINC000013556365,POL,POL,6.06
ZINC000027557228,POL,POL,6.06
ZINC000027557231,POL,POL,6.06
ZINC000028529055,POL,POL,6.06
ZINC000029345905,POL,POL,6.06
ZINC000029345909,POL,POL,6.06
ZINC000038155312,POL,POL,6.06
ZINC000038155314,POL,POL,6.06
ZINC000169323027,POL,POL,6.06
ZINC000169323030,POL,POL,6.06
ZINC000169349227,POL,POL,6.06
ZINC000169349229,POL,POL,6.06
ZINC000000005723,POL,POL,6.05
ZINC000003918087,POL,POL,6.05
ZINC000003943925,POL,POL,6.05
ZINC000004015433,POL,POL,6.05
ZINC000005115156,POL,POL,6.05
ZINC000005838785,POL,POL,6.05
ZINC000005842592,POL,POL,6.05
ZINC000005843952,POL,POL,6.05
ZINC000005852633,POL,POL,6.05
ZINC000005853302,POL,POL,6.05
ZINC000005853310,POL,POL,6.05
ZINC000005854273,POL,POL,6.05
ZINC000005891701,POL,POL,6.05
ZINC000006584048,POL,POL,6.05
ZINC000006584050,POL,POL,6.05
ZINC000012354036,POL,POL,6.05
ZINC000012354037,POL,POL,6.05
ZINC000013438101,POL,POL,6.05
ZINC000013438105,POL,POL,6.05
ZINC000013474522,POL,POL,6.05
ZINC000013477222,POL,POL,6.05
ZINC000013556465,POL,POL,6.05
ZINC000013556468,POL,POL,6.05
ZINC000013646553,POL,POL,6.05
ZINC000013673854,POL,POL,6.05
ZINC000013742873,POL,POL,6.05
ZINC000014943229,POL,POL,6.05
ZINC000014943904,POL,POL,6.05
ZINC000014943999,POL,POL,6.05
ZINC000026287412,POL,POL,6.05
ZINC000026498189,POL,POL,6.05
ZINC000027518593,POL,POL,6.05
ZINC000027561725,POL,POL,6.05
ZINC000095611906,POL,POL,6.05
ZINC000100807874,POL,POL,6.05
ZINC000150548186,POL,POL,6.05
ZINC000299867962,POL,POL,6.05
ZINC000003951637,POL,POL,6.04
ZINC000005842148,POL,POL,6.04
ZINC000026018206,POL,POL,6.04
ZINC000095612116,POL,POL,6.04
ZINC000095615402,POL,POL,6.04
ZINC000006482153,POL,POL,6.03
ZINC000014943006,POL,POL,6.03
ZINC000014943026,POL,POL,6.03
ZINC000027410691,POL,POL,6.03
ZINC000169351464,POL,POL,6.03
ZINC000000020466,POL,POL,6.02
ZINC000003922458,POL,POL,6.02
ZINC000013913288,POL,POL,6.02
ZINC000026389124,POL,POL,6.02
ZINC000150529583,POL,POL,6.02
ZINC000003951634,POL,POL,6.01
ZINC000005887448,POL,POL,6.01
ZINC000005887478,POL,POL,6.01
ZINC000006485036,POL,POL,6.01
ZINC000006485044,POL,POL,6.01
ZINC000006522365,POL,POL,6.01
ZINC000006522368,POL,POL,6.01
ZINC000006579612,POL,POL,6.01
ZINC000013556359,POL,POL,6.01
ZINC000013801584,POL,POL,6.01
ZINC000013801585,POL,POL,6.01
ZINC000027556787,POL,POL,6.01
ZINC000027556789,POL,POL,6.01
ZINC000150555226,POL,POL,6.01
ZINC000150555232,POL,POL,6.01
ZINC000150555236,POL,POL,6.01
ZINC000150555242,POL,POL,6.01
ZINC000161691159,POL,POL,6.01
ZINC000169351465,POL,POL,6.01
ZINC000195813378,POL,POL,6.01
ZINC000261116396,POL,POL,6.01
ZINC000261116401,POL,POL,6.01
ZINC000261116407,POL,POL,6.01
ZINC000261116413,POL,POL,6.01
ZINC000000013201,POL,POL,6.00
ZINC000001862891,POL,POL,6.00
ZINC000003874832,POL,POL,6.00
ZINC000005640693,POL,POL,6.00
ZINC000005835188,POL,POL,6.00
ZINC000005838013,POL,POL,6.00
ZINC000005841344,POL,POL,6.00
ZINC000005842121,POL,POL,6.00
ZINC000005930652,POL,POL,6.00
ZINC000005931465,POL,POL,6.00
ZINC000005931467,POL,POL,6.00
ZINC000005934294,POL,POL,6.00
ZINC000005955759,POL,POL,6.00
ZINC000006004000,POL,POL,6.00
ZINC000006004672,POL,POL,6.00
ZINC000006481344,POL,POL,6.00
ZINC000006482709,POL,POL,6.00
ZINC000006485045,POL,POL,6.00
ZINC000012354034,POL,POL,6.00
ZINC000013472000,POL,POL,6.00
ZINC000013477221,POL,POL,6.00
ZINC000013556550,POL,POL,6.00
ZINC000013556552,POL,POL,6.00
ZINC000013557005,POL,POL,6.00
ZINC000013612321,POL,POL,6.00
ZINC000013673829,POL,POL,6.00
ZINC000013744843,POL,POL,6.00
ZINC000014944513,POL,POL,6.00
ZINC000014953627,POL,POL,6.00
ZINC000026165438,POL,POL,6.00
ZINC000026247163,POL,POL,6.00
ZINC000026247172,POL,POL,6.00
ZINC000026498660,POL,POL,6.00
ZINC000026498664,POL,POL,6.00
ZINC000026837674,POL,POL,6.00
ZINC000026837678,POL,POL,6.00
ZINC000026837682,POL,POL,6.00
ZINC000026837685,POL,POL,6.00
ZINC000027207158,POL,POL,6.00
ZINC000027207164,POL,POL,6.00
ZINC000027207169,POL,POL,6.00
ZINC000027207175,POL,POL,6.00
ZINC000027556578,POL,POL,6.00
